131335,Source of report of I40 (acute myocarditis)
131336,Date I41 first reported (myocarditis in diseases classified elsewhere)
131337,Source of report of I41 (myocarditis in diseases classified elsewhere)
131338,Date I42 first reported (cardiomyopathy)
131339,Source of report of I42 (cardiomyopathy)
131340,Date I43 first reported (cardiomyopathy in diseases classified elsewhere)
131341,Source of report of I43 (cardiomyopathy in diseases classified elsewhere)
131342,Date I44 first reported (atrioventricular and left bundle-branch block)
131343,Source of report of I44 (atrioventricular and left bundle-branch block)
131344,Date I45 first reported (other conduction disorders)
131345,Source of report of I45 (other conduction disorders)
131346,Date I46 first reported (cardiac arrest)
131347,Source of report of I46 (cardiac arrest)
131348,Date I47 first reported (paroxysmal tachycardia)
131349,Source of report of I47 (paroxysmal tachycardia)
131350,Date I48 first reported (atrial fibrillation and flutter)
131351,Source of report of I48 (atrial fibrillation and flutter)
131352,Date I49 first reported (other cardiac arrhythmias)
131353,Source of report of I49 (other cardiac arrhythmias)
131354,Date I50 first reported (heart failure)
131355,Source of report of I50 (heart failure)
131356,Date I51 first reported (complications and ill-defined descriptions of heart disease)
131357,Source of report of I51 (complications and ill-defined descriptions of heart disease)
131358,Date I52 first reported (other heart disorders in diseases classified elsewhere)
131359,Source of report of I52 (other heart disorders in diseases classified elsewhere)
131360,Date I60 first reported (subarachnoid haemorrhage)
131361,Source of report of I60 (subarachnoid haemorrhage)
131362,Date I61 first reported (intracerebral haemorrhage)
131363,Source of report of I61 (intracerebral haemorrhage)
131364,Date I62 first reported (other nontraumatic intracranial haemorrhage)
131365,Source of report of I62 (other nontraumatic intracranial haemorrhage)
131366,Date I63 first reported (cerebral infarction)
131367,Source of report of I63 (cerebral infarction)
131368,"Date I64 first reported (stroke, not specified as haemorrhage or infarction)"
131369,"Source of report of I64 (stroke, not specified as haemorrhage or infarction)"
131370,"Date I65 first reported (occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction)"
131371,"Source of report of I65 (occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction)"
131372,"Date I66 first reported (occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction)"
131373,"Source of report of I66 (occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction)"
131374,Date I67 first reported (other cerebrovascular diseases)
131375,Source of report of I67 (other cerebrovascular diseases)
131376,Date I68 first reported (cerebrovascular disorders in diseases classified elsewhere)
131377,Source of report of I68 (cerebrovascular disorders in diseases classified elsewhere)
131378,Date I69 first reported (sequelae of cerebrovascular disease)
131379,Source of report of I69 (sequelae of cerebrovascular disease)
131380,Date I70 first reported (atherosclerosis)
131381,Source of report of I70 (atherosclerosis)
131382,Date I71 first reported (aortic aneurysm and dissection)
131383,Source of report of I71 (aortic aneurysm and dissection)
131384,Date I72 first reported (other aneurysm)
131385,Source of report of I72 (other aneurysm)
131386,Date I73 first reported (other peripheral vascular diseases)
131387,Source of report of I73 (other peripheral vascular diseases)
131388,Date I74 first reported (arterial embolism and thrombosis)
131389,Source of report of I74 (arterial embolism and thrombosis)
131390,Date I77 first reported (other disorders of arteries and arterioles)
131391,Source of report of I77 (other disorders of arteries and arterioles)
131392,Date I78 first reported (diseases of capillaries)
131393,Source of report of I78 (diseases of capillaries)
131394,"Date I79 first reported (disorders of arteries, arterioles and capillaries in diseases classified elsewhere)"
131395,"Source of report of I79 (disorders of arteries, arterioles and capillaries in diseases classified elsewhere)"
131396,Date I80 first reported (phlebitis and thrombophlebitis)
131397,Source of report of I80 (phlebitis and thrombophlebitis)
131398,Date I81 first reported (portal vein thrombosis)
131399,Source of report of I81 (portal vein thrombosis)
131400,Date I82 first reported (other venous embolism and thrombosis)
131401,Source of report of I82 (other venous embolism and thrombosis)
131402,Date I83 first reported (varicose veins of lower extremities)
131403,Source of report of I83 (varicose veins of lower extremities)
131404,Date I84 first reported (haemorrhoids)
131405,Source of report of I84 (haemorrhoids)
131406,Date I85 first reported (oesophageal varices)
131407,Source of report of I85 (oesophageal varices)
131408,Date I86 first reported (varicose veins of other sites)
131409,Source of report of I86 (varicose veins of other sites)
131410,Date I87 first reported (other disorders of veins)
131411,Source of report of I87 (other disorders of veins)
131412,Date I88 first reported (nonspecific lymphadenitis)
131413,Source of report of I88 (nonspecific lymphadenitis)
131414,Date I89 first reported (other non-infective disorders of lymphatic vessels and lymph nodes)
131415,Source of report of I89 (other non-infective disorders of lymphatic vessels and lymph nodes)
131416,Date I95 first reported (hypotension)
131417,Source of report of I95 (hypotension)
131418,"Date I97 first reported (postprocedural disorders of circulatory system, not elsewhere classified)"
131419,"Source of report of I97 (postprocedural disorders of circulatory system, not elsewhere classified)"
131420,Date I98 first reported (other disorders of circulatory system in diseases classified elsewhere)
131421,Source of report of I98 (other disorders of circulatory system in diseases classified elsewhere)
131422,Date I99 first reported (other and unspecified disorders of circulatory system)
131423,Source of report of I99 (other and unspecified disorders of circulatory system)
131424,Date J00 first reported (acute nasopharyngitis [common cold])
131425,Source of report of J00 (acute nasopharyngitis [common cold])
131426,Date J01 first reported (acute sinusitis)
131427,Source of report of J01 (acute sinusitis)
131428,Date J02 first reported (acute pharyngitis)
131429,Source of report of J02 (acute pharyngitis)
131430,Date J03 first reported (acute tonsillitis)
131431,Source of report of J03 (acute tonsillitis)
131432,Date J04 first reported (acute laryngitis and tracheitis)
131433,Source of report of J04 (acute laryngitis and tracheitis)
131434,Date J05 first reported (acute obstructive laryngitis [croup] and epiglottitis)
131435,Source of report of J05 (acute obstructive laryngitis [croup] and epiglottitis)
131436,Date J06 first reported (acute upper respiratory infections of multiple and unspecified sites)
131437,Source of report of J06 (acute upper respiratory infections of multiple and unspecified sites)
131438,Date J09 first reported (influenza due to certain identified influenza virus)
131439,Source of report of J09 (influenza due to certain identified influenza virus)
131440,Date J10 first reported (influenza due to identified influenza virus)
131441,Source of report of J10 (influenza due to identified influenza virus)
131442,"Date J11 first reported (influenza, virus not identified)"
131443,"Source of report of J11 (influenza, virus not identified)"
131444,"Date J12 first reported (viral pneumonia, not elsewhere classified)"
131445,"Source of report of J12 (viral pneumonia, not elsewhere classified)"
131446,Date J13 first reported (pneumonia due to streptococcus pneumoniae)
131447,Source of report of J13 (pneumonia due to streptococcus pneumoniae)
131448,Date J14 first reported (pneumonia due to haemophilus influenzae)
131449,Source of report of J14 (pneumonia due to haemophilus influenzae)
131450,"Date J15 first reported (bacterial pneumonia, not elsewhere classified)"
131451,"Source of report of J15 (bacterial pneumonia, not elsewhere classified)"
131452,"Date J16 first reported (pneumonia due to other infectious organisms, not elsewhere classified)"
131453,"Source of report of J16 (pneumonia due to other infectious organisms, not elsewhere classified)"
131454,Date J17 first reported (pneumonia in diseases classified elsewhere)
131455,Source of report of J17 (pneumonia in diseases classified elsewhere)
131456,"Date J18 first reported (pneumonia, organism unspecified)"
131457,"Source of report of J18 (pneumonia, organism unspecified)"
131458,Date J20 first reported (acute bronchitis)
131459,Source of report of J20 (acute bronchitis)
131460,Date J21 first reported (acute bronchiolitis)
131461,Source of report of J21 (acute bronchiolitis)
131462,Date J22 first reported (unspecified acute lower respiratory infection)
131463,Source of report of J22 (unspecified acute lower respiratory infection)
131464,Date J30 first reported (vasomotor and allergic rhinitis)
131465,Source of report of J30 (vasomotor and allergic rhinitis)
131466,"Date J31 first reported (chronic rhinitis, nasopharyngitis and pharyngitis)"
131467,"Source of report of J31 (chronic rhinitis, nasopharyngitis and pharyngitis)"
131468,Date J32 first reported (chronic sinusitis)
131469,Source of report of J32 (chronic sinusitis)
131470,Date J33 first reported (nasal polyp)
131471,Source of report of J33 (nasal polyp)
131472,Date J34 first reported (other disorders of nose and nasal sinuses)
131473,Source of report of J34 (other disorders of nose and nasal sinuses)
131474,Date J35 first reported (chronic diseases of tonsils and adenoids)
131475,Source of report of J35 (chronic diseases of tonsils and adenoids)
131476,Date J36 first reported (peritonsillar abscess)
131477,Source of report of J36 (peritonsillar abscess)
131478,Date J37 first reported (chronic laryngitis and laryngotracheitis)
131479,Source of report of J37 (chronic laryngitis and laryngotracheitis)
131480,"Date J38 first reported (diseases of vocal cords and larynx, not elsewhere classified)"
131481,"Source of report of J38 (diseases of vocal cords and larynx, not elsewhere classified)"
131482,Date J39 first reported (other diseases of upper respiratory tract)
131483,Source of report of J39 (other diseases of upper respiratory tract)
131484,"Date J40 first reported (bronchitis, not specified as acute or chronic)"
131485,"Source of report of J40 (bronchitis, not specified as acute or chronic)"
131486,Date J41 first reported (simple and mucopurulent chronic bronchitis)
131487,Source of report of J41 (simple and mucopurulent chronic bronchitis)
131488,Date J42 first reported (unspecified chronic bronchitis)
131489,Source of report of J42 (unspecified chronic bronchitis)
131490,Date J43 first reported (emphysema)
131491,Source of report of J43 (emphysema)
131492,Date J44 first reported (other chronic obstructive pulmonary disease)
131493,Source of report of J44 (other chronic obstructive pulmonary disease)
131494,Date J45 first reported (asthma)
131495,Source of report of J45 (asthma)
131496,Date J46 first reported (status asthmaticus)
131497,Source of report of J46 (status asthmaticus)
131498,Date J47 first reported (bronchiectasis)
131499,Source of report of J47 (bronchiectasis)
131500,Date J60 first reported (coalworker's pneumoconiosis)
131501,Source of report of J60 (coalworker's pneumoconiosis)
131502,Date J61 first reported (pneumoconiosis due to asbestos and other mineral fibres)
131503,Source of report of J61 (pneumoconiosis due to asbestos and other mineral fibres)
131504,Date J62 first reported (pneumoconiosis due to dust containing silica)
131505,Source of report of J62 (pneumoconiosis due to dust containing silica)
131506,Date J63 first reported (pneumoconiosis due to other inorganic dusts)
131507,Source of report of J63 (pneumoconiosis due to other inorganic dusts)
131508,Date J64 first reported (unspecified pneumoconiosis)
131509,Source of report of J64 (unspecified pneumoconiosis)
131510,Date J65 first reported (pneumoconiosis associated with tuberculosis)
131511,Source of report of J65 (pneumoconiosis associated with tuberculosis)
131512,Date J66 first reported (airway disease due to specific organic dust)
131513,Source of report of J66 (airway disease due to specific organic dust)
131514,Date J67 first reported (hypersensitivity pneumonitis due to organic dust)
131515,Source of report of J67 (hypersensitivity pneumonitis due to organic dust)
131516,"Date J68 first reported (respiratory conditions due to inhalation of chemicals, gases, fumes and vapours)"
131517,"Source of report of J68 (respiratory conditions due to inhalation of chemicals, gases, fumes and vapours)"
131518,Date J69 first reported (pneumonitis due to solids and liquids)
131519,Source of report of J69 (pneumonitis due to solids and liquids)
131520,Date J70 first reported (respiratory conditions due to other external agents)
131521,Source of report of J70 (respiratory conditions due to other external agents)
131522,Date J80 first reported (adult respiratory distress syndrome)
131523,Source of report of J80 (adult respiratory distress syndrome)
131524,Date J81 first reported (pulmonary oedema)
131525,Source of report of J81 (pulmonary oedema)
131526,"Date J82 first reported (pulmonary eosinophilia, not elsewhere classified)"
131527,"Source of report of J82 (pulmonary eosinophilia, not elsewhere classified)"
131528,Date J84 first reported (other interstitial pulmonary diseases)
131529,Source of report of J84 (other interstitial pulmonary diseases)
131530,Date J85 first reported (abscess of lung and mediastinum)
131531,Source of report of J85 (abscess of lung and mediastinum)
131532,Date J86 first reported (pyothorax)
131533,Source of report of J86 (pyothorax)
131534,"Date J90 first reported (pleural effusion, not elsewhere classified)"
131535,"Source of report of J90 (pleural effusion, not elsewhere classified)"
131536,Date J91 first reported (pleural effusion in conditions classified elsewhere)
131537,Source of report of J91 (pleural effusion in conditions classified elsewhere)
131538,Date J92 first reported (pleural plaque)
131539,Source of report of J92 (pleural plaque)
131540,Date J93 first reported (pneumothorax)
131541,Source of report of J93 (pneumothorax)
131542,Date J94 first reported (other pleural conditions)
131543,Source of report of J94 (other pleural conditions)
131544,"Date J95 first reported (postprocedural respiratory disorders, not elsewhere classified)"
131545,"Source of report of J95 (postprocedural respiratory disorders, not elsewhere classified)"
131546,"Date J96 first reported (respiratory failure, not elsewhere classified)"
131547,"Source of report of J96 (respiratory failure, not elsewhere classified)"
131548,Date J98 first reported (other respiratory disorders)
131549,Source of report of J98 (other respiratory disorders)
131550,Date J99 first reported (respiratory disorders in diseases classified elsewhere)
131551,Source of report of J99 (respiratory disorders in diseases classified elsewhere)
131552,Date K00 first reported (disorders of tooth development and eruption)
131553,Source of report of K00 (disorders of tooth development and eruption)
131554,Date K01 first reported (embedded and impacted teeth)
131555,Source of report of K01 (embedded and impacted teeth)
131556,Date K02 first reported (dental caries)
131557,Source of report of K02 (dental caries)
131558,Date K03 first reported (other diseases of hard tissues of teeth)
131559,Source of report of K03 (other diseases of hard tissues of teeth)
131560,Date K04 first reported (diseases of pulp and periapical tissues)
131561,Source of report of K04 (diseases of pulp and periapical tissues)
131562,Date K05 first reported (gingivitis and periodontal diseases)
131563,Source of report of K05 (gingivitis and periodontal diseases)
131564,Date K06 first reported (other disorders of gingiva and edentulous alveolar ridge)
131565,Source of report of K06 (other disorders of gingiva and edentulous alveolar ridge)
131566,Date K07 first reported (dentofacial anomalies [including malocclusion])
131567,Source of report of K07 (dentofacial anomalies [including malocclusion])
131568,Date K08 first reported (other disorders of teeth and supporting structures)
131569,Source of report of K08 (other disorders of teeth and supporting structures)
131570,"Date K09 first reported (cysts of oral region, not elsewhere classified)"
131571,"Source of report of K09 (cysts of oral region, not elsewhere classified)"
131572,Date K10 first reported (other diseases of jaws)
131573,Source of report of K10 (other diseases of jaws)
131574,Date K11 first reported (diseases of salivary glands)
131575,Source of report of K11 (diseases of salivary glands)
131576,Date K12 first reported (stomatitis and related lesions)
131577,Source of report of K12 (stomatitis and related lesions)
131578,Date K13 first reported (other diseases of lip and oral mucosa)
131579,Source of report of K13 (other diseases of lip and oral mucosa)
131580,Date K14 first reported (diseases of tongue)
131581,Source of report of K14 (diseases of tongue)
131582,Date K20 first reported (oesophagitis)
131583,Source of report of K20 (oesophagitis)
131584,Date K21 first reported (gastro-oesophageal reflux disease)
131585,Source of report of K21 (gastro-oesophageal reflux disease)
131586,Date K22 first reported (other diseases of oesophagus)
131587,Source of report of K22 (other diseases of oesophagus)
131588,Date K23 first reported (disorders of oesophagus in diseases classified elsewhere)
131589,Source of report of K23 (disorders of oesophagus in diseases classified elsewhere)
131590,Date K25 first reported (gastric ulcer)
131591,Source of report of K25 (gastric ulcer)
131592,Date K26 first reported (duodenal ulcer)
131593,Source of report of K26 (duodenal ulcer)
131594,"Date K27 first reported (peptic ulcer, site unspecified)"
131595,"Source of report of K27 (peptic ulcer, site unspecified)"
131596,Date K28 first reported (gastrojejunal ulcer)
131597,Source of report of K28 (gastrojejunal ulcer)
131598,Date K29 first reported (gastritis and duodenitis)
131599,Source of report of K29 (gastritis and duodenitis)
131600,Date K30 first reported (dyspepsia)
131601,Source of report of K30 (dyspepsia)
131602,Date K31 first reported (other diseases of stomach and duodenum)
131603,Source of report of K31 (other diseases of stomach and duodenum)
131604,Date K35 first reported (acute appendicitis)
131605,Source of report of K35 (acute appendicitis)
131606,Date K36 first reported (other appendicitis)
131607,Source of report of K36 (other appendicitis)
131608,Date K37 first reported (unspecified appendicitis)
131609,Source of report of K37 (unspecified appendicitis)
131610,Date K38 first reported (other diseases of appendix)
131611,Source of report of K38 (other diseases of appendix)
131612,Date K40 first reported (inguinal hernia)
131613,Source of report of K40 (inguinal hernia)
131614,Date K41 first reported (femoral hernia)
131615,Source of report of K41 (femoral hernia)
131616,Date K42 first reported (umbilical hernia)
131617,Source of report of K42 (umbilical hernia)
131618,Date K43 first reported (ventral hernia)
131619,Source of report of K43 (ventral hernia)
131620,Date K44 first reported (diaphragmatic hernia)
131621,Source of report of K44 (diaphragmatic hernia)
131622,Date K45 first reported (other abdominal hernia)
131623,Source of report of K45 (other abdominal hernia)
131624,Date K46 first reported (unspecified abdominal hernia)
131625,Source of report of K46 (unspecified abdominal hernia)
131626,Date K50 first reported (crohn's disease [regional enteritis])
131627,Source of report of K50 (crohn's disease [regional enteritis])
131628,Date K51 first reported (ulcerative colitis)
131629,Source of report of K51 (ulcerative colitis)
131630,Date K52 first reported (other non-infective gastro-enteritis and colitis)
131631,Source of report of K52 (other non-infective gastro-enteritis and colitis)
131632,Date K55 first reported (vascular disorders of intestine)
131633,Source of report of K55 (vascular disorders of intestine)
131634,Date K56 first reported (paralytic ileus and intestinal obstruction without hernia)
131635,Source of report of K56 (paralytic ileus and intestinal obstruction without hernia)
131636,Date K57 first reported (diverticular disease of intestine)
131637,Source of report of K57 (diverticular disease of intestine)
131638,Date K58 first reported (irritable bowel syndrome)
131639,Source of report of K58 (irritable bowel syndrome)
131640,Date K59 first reported (other functional intestinal disorders)
131641,Source of report of K59 (other functional intestinal disorders)
131642,Date K60 first reported (fissure and fistula of anal and rectal regions)
131643,Source of report of K60 (fissure and fistula of anal and rectal regions)
131644,Date K61 first reported (abscess of anal and rectal regions)
131645,Source of report of K61 (abscess of anal and rectal regions)
131646,Date K62 first reported (other diseases of anus and rectum)
131647,Source of report of K62 (other diseases of anus and rectum)
131648,Date K63 first reported (other diseases of intestine)
131649,Source of report of K63 (other diseases of intestine)
131650,Date K64 first reported (haemorrhoids and perianal venous thrombosis)
131651,Source of report of K64 (haemorrhoids and perianal venous thrombosis)
131652,Date K65 first reported (peritonitis)
131653,Source of report of K65 (peritonitis)
131654,Date K66 first reported (other disorders of peritoneum)
131655,Source of report of K66 (other disorders of peritoneum)
131656,Date K67 first reported (disorders of peritoneum in infectious diseases classified elsewhere)
131657,Source of report of K67 (disorders of peritoneum in infectious diseases classified elsewhere)
131658,Date K70 first reported (alcoholic liver disease)
131659,Source of report of K70 (alcoholic liver disease)
131660,Date K71 first reported (toxic liver disease)
131661,Source of report of K71 (toxic liver disease)
131662,"Date K72 first reported (hepatic failure, not elsewhere classified)"
131663,"Source of report of K72 (hepatic failure, not elsewhere classified)"
131664,"Date K73 first reported (chronic hepatitis, not elsewhere classified)"
131665,"Source of report of K73 (chronic hepatitis, not elsewhere classified)"
131666,Date K74 first reported (fibrosis and cirrhosis of liver)
131667,Source of report of K74 (fibrosis and cirrhosis of liver)
131668,Date K75 first reported (other inflammatory liver diseases)
131669,Source of report of K75 (other inflammatory liver diseases)
131670,Date K76 first reported (other diseases of liver)
131671,Source of report of K76 (other diseases of liver)
131672,Date K77 first reported (liver disorders in diseases classified elsewhere)
131673,Source of report of K77 (liver disorders in diseases classified elsewhere)
131674,Date K80 first reported (cholelithiasis)
131675,Source of report of K80 (cholelithiasis)
131676,Date K81 first reported (cholecystitis)
131677,Source of report of K81 (cholecystitis)
131678,Date K82 first reported (other diseases of gallbladder)
131679,Source of report of K82 (other diseases of gallbladder)
131680,Date K83 first reported (other diseases of biliary tract)
131681,Source of report of K83 (other diseases of biliary tract)
131682,Date K85 first reported (acute pancreatitis)
131683,Source of report of K85 (acute pancreatitis)
131684,Date K86 first reported (other diseases of pancreas)
131685,Source of report of K86 (other diseases of pancreas)
131686,"Date K87 first reported (disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere)"
131687,"Source of report of K87 (disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere)"
131688,Date K90 first reported (intestinal malabsorption)
131689,Source of report of K90 (intestinal malabsorption)
131690,"Date K91 first reported (postprocedural disorders of digestive system, not elsewhere classified)"
131691,"Source of report of K91 (postprocedural disorders of digestive system, not elsewhere classified)"
131692,Date K92 first reported (other diseases of digestive system)
131693,Source of report of K92 (other diseases of digestive system)
131694,Date K93 first reported (disorders of other digestive organs in diseases classified elsewhere)
131695,Source of report of K93 (disorders of other digestive organs in diseases classified elsewhere)
131696,Date L00 first reported (staphylococcal scalded skin syndrome)
131697,Source of report of L00 (staphylococcal scalded skin syndrome)
131698,Date L01 first reported (impetigo)
131699,Source of report of L01 (impetigo)
131700,"Date L02 first reported (cutaneous abscess, furuncle and carbuncle)"
131701,"Source of report of L02 (cutaneous abscess, furuncle and carbuncle)"
131702,Date L03 first reported (cellulitis)
131703,Source of report of L03 (cellulitis)
131704,Date L04 first reported (acute lymphadenitis)
131705,Source of report of L04 (acute lymphadenitis)
131706,Date L05 first reported (pilonidal cyst)
131707,Source of report of L05 (pilonidal cyst)
131708,Date L08 first reported (other local infections of skin and subcutaneous tissue)
131709,Source of report of L08 (other local infections of skin and subcutaneous tissue)
131710,Date L10 first reported (pemphigus)
131711,Source of report of L10 (pemphigus)
131712,Date L11 first reported (other acantholytic disorders)
131713,Source of report of L11 (other acantholytic disorders)
131714,Date L12 first reported (pemphigoid)
131715,Source of report of L12 (pemphigoid)
131716,Date L13 first reported (other bullous disorders)
131717,Source of report of L13 (other bullous disorders)
131718,Date L14 first reported (bullous disorders in diseases classified elsewhere)
131719,Source of report of L14 (bullous disorders in diseases classified elsewhere)
131720,Date L20 first reported (atopic dermatitis)
131721,Source of report of L20 (atopic dermatitis)
131722,Date L21 first reported (seborrhoeic dermatitis)
131723,Source of report of L21 (seborrhoeic dermatitis)
131724,Date L22 first reported (diaper [napkin] dermatitis)
131725,Source of report of L22 (diaper [napkin] dermatitis)
131726,Date L23 first reported (allergic contact dermatitis)
131727,Source of report of L23 (allergic contact dermatitis)
131728,Date L24 first reported (irritant contact dermatitis)
131729,Source of report of L24 (irritant contact dermatitis)
131730,Date L25 first reported (unspecified contact dermatitis)
131731,Source of report of L25 (unspecified contact dermatitis)
131732,Date L26 first reported (exfoliative dermatitis)
131733,Source of report of L26 (exfoliative dermatitis)
131734,Date L27 first reported (dermatitis due to substances taken internally)
131735,Source of report of L27 (dermatitis due to substances taken internally)
131736,Date L28 first reported (lichen simplex chronicus and prurigo)
131737,Source of report of L28 (lichen simplex chronicus and prurigo)
131738,Date L29 first reported (pruritus)
131739,Source of report of L29 (pruritus)
131740,Date L30 first reported (other dermatitis)
131741,Source of report of L30 (other dermatitis)
131742,Date L40 first reported (psoriasis)
131743,Source of report of L40 (psoriasis)
131744,Date L41 first reported (parapsoriasis)
131745,Source of report of L41 (parapsoriasis)
131746,Date L42 first reported (pityriasis rosea)
131747,Source of report of L42 (pityriasis rosea)
131748,Date L43 first reported (lichen planus)
131749,Source of report of L43 (lichen planus)
131750,Date L44 first reported (other papulosquamous disorders)
131751,Source of report of L44 (other papulosquamous disorders)
131752,Date L45 first reported (papulosquamous disorders in diseases classified elsewhere)
131753,Source of report of L45 (papulosquamous disorders in diseases classified elsewhere)
131754,Date L50 first reported (urticaria)
131755,Source of report of L50 (urticaria)
131756,Date L51 first reported (erythema multiforme)
131757,Source of report of L51 (erythema multiforme)
131758,Date L52 first reported (erythema nodosum)
131759,Source of report of L52 (erythema nodosum)
131760,Date L53 first reported (other erythematous conditions)
131761,Source of report of L53 (other erythematous conditions)
131762,Date L54 first reported (erythema in diseases classified elsewhere)
131763,Source of report of L54 (erythema in diseases classified elsewhere)
131764,Date L55 first reported (sunburn)
131765,Source of report of L55 (sunburn)
131766,Date L56 first reported (other acute skin changes due to ultraviolet radiation)
131767,Source of report of L56 (other acute skin changes due to ultraviolet radiation)
131768,Date L57 first reported (skin changes due to chronic exposure to nonionising radiation)
131769,Source of report of L57 (skin changes due to chronic exposure to nonionising radiation)
131770,Date L58 first reported (radiodermatitis)
131771,Source of report of L58 (radiodermatitis)
131772,Date L59 first reported (other disorders of skin and subcutaneous tissue related to radiation)
131773,Source of report of L59 (other disorders of skin and subcutaneous tissue related to radiation)
131774,Date L60 first reported (nail disorders)
131775,Source of report of L60 (nail disorders)
131776,Date L62 first reported (nail disorders in diseases classified elsewhere)
131777,Source of report of L62 (nail disorders in diseases classified elsewhere)
131778,Date L63 first reported (alopecia areata)
131779,Source of report of L63 (alopecia areata)
131780,Date L64 first reported (androgenic alopecia)
131781,Source of report of L64 (androgenic alopecia)
131782,Date L65 first reported (other nonscarring hair loss)
131783,Source of report of L65 (other nonscarring hair loss)
131784,Date L66 first reported (cicatricial alopecia [scarring hair loss])
131785,Source of report of L66 (cicatricial alopecia [scarring hair loss])
131786,Date L67 first reported (hair colour and hair shaft abnormalities)
131787,Source of report of L67 (hair colour and hair shaft abnormalities)
131788,Date L68 first reported (hypertrichosis)
131789,Source of report of L68 (hypertrichosis)
131790,Date L70 first reported (acne)
131791,Source of report of L70 (acne)
131792,Date L71 first reported (rosacea)
131793,Source of report of L71 (rosacea)
131794,Date L72 first reported (follicular cysts of skin and subcutaneous tissue)
131795,Source of report of L72 (follicular cysts of skin and subcutaneous tissue)
131796,Date L73 first reported (other follicular disorders)
131797,Source of report of L73 (other follicular disorders)
131798,Date L74 first reported (eccrine sweat disorders)
131799,Source of report of L74 (eccrine sweat disorders)
131800,Date L75 first reported (apocrine sweat disorders)
131801,Source of report of L75 (apocrine sweat disorders)
131802,Date L80 first reported (vitiligo)
131803,Source of report of L80 (vitiligo)
131804,Date L81 first reported (other disorders of pigmentation)
131805,Source of report of L81 (other disorders of pigmentation)
131806,Date L82 first reported (seborrhoeic keratosis)
131807,Source of report of L82 (seborrhoeic keratosis)
131808,Date L83 first reported (acanthosis nigricans)
131809,Source of report of L83 (acanthosis nigricans)
131810,Date L84 first reported (corns and callosities)
131811,Source of report of L84 (corns and callosities)
131812,Date L85 first reported (other epidermal thickening)
131813,Source of report of L85 (other epidermal thickening)
131814,Date L86 first reported (keratoderma in diseases classified elsewhere)
131815,Source of report of L86 (keratoderma in diseases classified elsewhere)
131816,Date L87 first reported (transepidermal elimination disorders)
131817,Source of report of L87 (transepidermal elimination disorders)
131818,Date L88 first reported (pyoderma gangrenosum)
131819,Source of report of L88 (pyoderma gangrenosum)
131820,Date L89 first reported (decubitus ulcer)
131821,Source of report of L89 (decubitus ulcer)
131822,Date L90 first reported (atrophic disorders of skin)
131823,Source of report of L90 (atrophic disorders of skin)
131824,Date L91 first reported (hypertrophic disorders of skin)
131825,Source of report of L91 (hypertrophic disorders of skin)
131826,Date L92 first reported (granulomatous disorders of skin and subcutaneous tissue)
131827,Source of report of L92 (granulomatous disorders of skin and subcutaneous tissue)
131828,Date L93 first reported (lupus erythematosus)
131829,Source of report of L93 (lupus erythematosus)
131830,Date L94 first reported (other localised connective tissue disorders)
131831,Source of report of L94 (other localised connective tissue disorders)
131832,"Date L95 first reported (vasculitis limited to skin, not elsewhere classified)"
131833,"Source of report of L95 (vasculitis limited to skin, not elsewhere classified)"
131834,"Date L97 first reported (ulcer of lower limb, not elsewhere classified)"
131835,"Source of report of L97 (ulcer of lower limb, not elsewhere classified)"
131836,"Date L98 first reported (other disorders of skin and subcutaneous tissue, not elsewhere classified)"
131837,"Source of report of L98 (other disorders of skin and subcutaneous tissue, not elsewhere classified)"
131838,Date L99 first reported (other disorders of skin and subcutaneous tissue in diseases classified elsewhere)
131839,Source of report of L99 (other disorders of skin and subcutaneous tissue in diseases classified elsewhere)
131840,Date M00 first reported (pyogenic arthritis)
131841,Source of report of M00 (pyogenic arthritis)
131842,Date M01 first reported (direct infections of joint in infectious and parasitic diseases classified elsewhere)
131843,Source of report of M01 (direct infections of joint in infectious and parasitic diseases classified elsewhere)
131844,Date M02 first reported (reactive arthropathies)
131845,Source of report of M02 (reactive arthropathies)
131846,Date M03 first reported (postinfective and reactive arthropathies in diseases classified elsewhere)
131847,Source of report of M03 (postinfective and reactive arthropathies in diseases classified elsewhere)
131848,Date M05 first reported (seropositive rheumatoid arthritis)
131849,Source of report of M05 (seropositive rheumatoid arthritis)
131850,Date M06 first reported (other rheumatoid arthritis)
131851,Source of report of M06 (other rheumatoid arthritis)
131852,Date M07 first reported (psoriatic and enteropathic arthropathies)
131853,Source of report of M07 (psoriatic and enteropathic arthropathies)
131854,Date M08 first reported (juvenile arthritis)
131855,Source of report of M08 (juvenile arthritis)
131856,Date M09 first reported (juvenile arthritis in diseases classified elsewhere)
131857,Source of report of M09 (juvenile arthritis in diseases classified elsewhere)
131858,Date M10 first reported (gout)
131859,Source of report of M10 (gout)
131860,Date M11 first reported (other crystal arthropathies)
131861,Source of report of M11 (other crystal arthropathies)
131862,Date M12 first reported (other specific arthropathies)
131863,Source of report of M12 (other specific arthropathies)
131864,Date M13 first reported (other arthritis)
